
0.0

1.0,1.0,0.5,1.0,0.42857142857142855,0.9,0.5,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0.6666666666666666,0.5,0.0,1.0,0.75,1.0,0.38461538461538464,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.4,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0
0.5,1.0,1.0

0.0
1.0,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.4,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.16666666666666666,1.0,0.8,1.0,1.0,0.0,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.75,1.0
1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0
1.0,1.0,0.6666666666666666,0.75,0.4444444444444444,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.5714285714285714,1.0,0.5555555555555556,0.6666666666666666,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.6666666666666666,1.0,0.4,0.0,0.6666666666666666,1.0
0.8,0.0,1.0,0.0,1.0,1.0,0.8,0.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.6666666666666666,1.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.25,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0

1.0

0.0
1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.8333333333333334,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.8,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0

1.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7272727272727273,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.5,0.75,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0
